accession	accession.version	taxid	gi
X54942	X54942.1	9606	29978
X15470	X15470.1	9606	29985
X52126	X52126.1	9606	29990
X17587	X17587.1	9606	29992
X17588	X17588.1	9606	29993
X00675	X00675.1	9606	29995
X60477	X60477.1	9606	29999
X60478	X60478.1	9606	30001
X60542	X60542.1	9606	30002
X55889	X55889.1	9606	30004
X55890	X55890.1	9606	30006
V00502	V00502.1	9606	30010
X58879	X58879.1	9606	30013
X06194	X06194.1	9606	30027
X00299	X00299.1	9606	30035
X06195	X06195.1	9606	30042
X15977	X15977.1	9606	30047
X06196	X06196.1	9606	30055
X57527	X57527.1	9606	30081
X03963	X03963.1	9606	30091
X54925	X54925.1	9606	30125
X15038	X15038.1	9606	30127
X61598	X61598.1	9606	30129
X62391	X62391.1	9606	30134
X62891	X62891.1	9606	30135
X62890	X62890.1	9606	30137
X65962	X65962.1	9606	30158
X52856	X52856.1	9606	30160
X52858	X52858.1	9606	30161
X52855	X52855.1	9606	30162
X52857	X52857.1	9606	30163
X52853	X52853.1	9606	30164
X52852	X52852.1	9606	30165
X52854	X52854.1	9606	30166
X51524	X51524.1	9606	30169
X51525	X51525.1	9606	30170
X51526	X51526.1	9606	30171
X51527	X51527.1	9606	30172
X14358	X14358.1	9606	30189
X14361	X14361.1	9606	30193
X14360	X14360.1	9606	30195
X14893	X14893.1	9606	30200
X05936	X05936.1	9606	30201
X05937	X05937.1	9606	30202
X05935	X05935.1	9606	30203
X06409	X06409.1	9606	30204
X00419	X00419.1	9606	30205
X57660	X57660.1	9606	30206
X56692	X56692.1	9606	30212
Z15159	Z15159.1	9606	30216
X58022	X58022.1	9606	30218
X56214	X56214.1	9606	30223
Y00384	Y00384.1	9606	30225
X62390	X62390.1	9606	30226
X60680	X60680.1	9606	30227
X06106	X06106.1	9606	30236
X02745	X02745.1	9606	30245
X59932	X59932.1	9606	30255
X59964	X59964.1	9606	30263
X53941	X53941.1	9606	30301
X51688	X51688.1	9606	30306
X60114	X60114.1	9606	30314
X16864	X16864.1	9606	30333
X54807	X54807.1	9606	30334
X58467	X58467.1	9606	30336
X58468	X58468.1	9606	30337
X02612	X02612.1	9606	30340
X54667	X54667.1	9606	30365
X61681	X61681.1	9606	30367
X61682	X61682.1	9606	30369
X61683	X61683.1	9606	30370
X52426	X52426.1	9606	30376
X52579	X52579.1	9606	30382
X61501	X61501.1	9606	30383
X56514	X56514.1	9606	30384
X56995	X56995.1	9606	30386
X58705	X58705.1	9606	30390
X63671	X63671.1	9606	30391
X62402	X62402.1	9606	30394
X55760	X55760.1	9606	30396
X58987	X58987.1	9606	30398
X54557	X54557.1	9606	30400
X54558	X54558.1	9606	30401
X54391	X54391.1	9606	30402
Z11721	Z11721.1	9606	30403
X66846	X66846.1	9606	30405
X60052	X60052.1	9606	30406
X63572	X63572.1	9606	30407
X56513	X56513.1	9606	30408
X58124	X58124.1	9606	30409
Z11706	Z11706.1	9606	30410
Z11703	Z11703.1	9606	30411
X66063	X66063.1	9606	30413
Z11598	Z11598.1	9606	30416
Z11164	Z11164.1	9606	30417
X60679	X60679.1	9606	30418
X62982	X62982.1	9606	30425
X62983	X62983.1	9606	30426
X62922	X62922.1	9606	30429
X62923	X62923.1	9606	30430
X62924	X62924.1	9606	30431
X62925	X62925.1	9606	30432
X62926	X62926.1	9606	30433
X62930	X62930.1	9606	30434
X66597	X66597.1	9606	30435
X62927	X62927.1	9606	30436
X62928	X62928.1	9606	30437
X62929	X62929.1	9606	30438
X66804	X66804.1	9606	30440
X66803	X66803.1	9606	30441
X66805	X66805.1	9606	30442
X63523	X63523.1	9606	30449
X07618	X07618.1	9606	30452
X07619	X07619.1	9606	30453
X07620	X07620.1	9606	30454
X13257	X13257.1	9606	30459
X13266	X13266.1	9606	30460
X13267	X13267.1	9606	30461
X13268	X13268.1	9606	30462
X13258	X13258.1	9606	30463
X13259	X13259.1	9606	30464
X13260	X13260.1	9606	30465
X13261	X13261.1	9606	30466
X13262	X13262.1	9606	30467
X13263	X13263.1	9606	30468
X13264	X13264.1	9606	30469
X14357	X14357.1	9606	30470
Z11653	Z11653.1	9606	30471
X63418	X63418.1	9606	30472
X63571	X63571.1	9606	30483
X63905	X63905.1	9606	30484
X63906	X63906.1	9606	30485
X63907	X63907.1	9606	30486
X14550	X14550.1	9606	30492
X60003	X60003.1	9606	30493
X59892	X59892.1	9606	30820
X62535	X62535.1	9606	30822
X06293	X06293.1	9606	30824
X15495	X15495.1	9606	30829
X13047	X13047.1	9606	30831
X13048	X13048.1	9606	30833
X16089	X16089.1	9606	30835
X06178	X06178.1	9606	30836
X55151	X55151.1	9606	30838
X06179	X06179.1	9606	30839
X63691	X63691.1	9606	30843
X58037	X58037.1	9606	30848
X58038	X58038.1	9606	30849
Z11837	Z11837.1	9606	30852
X69206	X69206.1	9606	30853
Z18811	Z18811.1	9606	30854
X66279	X66279.1	9606	30857
X66280	X66280.1	9606	30858
X66281	X66281.1	9606	30859
X66282	X66282.1	9606	30860
X17503	X17503.1	9606	30864
X51645	X51645.1	9606	30867
X51646	X51646.1	9606	30868
X04055	X04055.1	9606	30873
X04056	X04056.1	9606	30875
X04058	X04058.1	9606	30877
X04057	X04057.1	9606	30879
X04059	X04059.1	9606	30881
X53357	X53357.1	9606	30888
X53358	X53358.1	9606	30889
X61090	X61090.1	9606	30891
Z12142	Z12142.1	9606	30894
X66094	X66094.1	9606	30895
X16649	X16649.1	9606	30896
X66465	X66465.1	9606	30907
X66466	X66466.1	9606	30908
X15186	X15186.1	9606	30909
X65235	X65235.1	9606	30911
X65456	X65456.1	9606	30912
X65457	X65457.1	9606	30913
X55145	X55145.1	9606	30917
X60696	X60696.1	9606	30919
X66464	X66464.1	9606	30922
X66463	X66463.1	9606	30923
X66462	X66462.1	9606	30924
X56252	X56252.1	9606	30928
Z11861	Z11861.1	9606	30937
X15148	X15148.1	9606	30938
X06228	X06228.1	9606	30944
X15069	X15069.1	9606	30952
X53251	X53251.1	9606	30953
X59357	X59357.1	9606	31061
X57778	X57778.1	9606	31070
Z18923	Z18923.1	9606	31074
X55990	X55990.1	9606	31084
X55987	X55987.1	9606	31086
X55988	X55988.1	9606	31088
X16870	X16870.1	9606	31093
X16871	X16871.1	9606	31094
X16873	X16873.1	9606	31095
X16872	X16872.1	9606	31096
X60489	X60489.1	9606	31099
X63526	X63526.1	9606	31101
Z11531	Z11531.1	9606	31103
X00663	X00663.1	9606	31112
X06370	X06370.1	9606	31118
V00508	V00508.1	9606	31127
X12421	X12421.1	9606	31131
X68879	X68879.1	9606	31139
X68880	X68880.1	9606	31141
V00509	V00509.1	9606	31150
X02536	X02536.1	9606	31157
X00187	X00187.1	9606	31163
X55976	X55976.1	9606	31168
X62320	X62320.1	9606	31192
X06274	X06274.1	9606	31235
X06273	X06273.1	9606	31236
X06275	X06275.1	9606	31237
X06276	X06276.1	9606	31238
X06277	X06277.1	9606	31239
X06278	X06278.1	9606	31240
X06279	X06279.1	9606	31241
X62259	X62259.1	9606	31246
X55177	X55177.1	9606	31258
X52001	X52001.1	9606	31260
X63448	X63448.1	9606	31262
X63279	X63279.1	9606	31263
X65469	X65469.1	9606	31264
X55181	X55181.1	9606	31265
X05913	X05913.1	9606	31281
X54247	X54247.1	9606	31284
X07385	X07385.1	9606	31285
X07386	X07386.1	9606	31286
Y00318	Y00318.1	9606	31298
X54727	X54727.1	9606	31325
X54728	X54728.1	9606	31326
X62572	X62572.1	9606	31328
X54150	X54150.1	9606	31329
X62573	X62573.1	9606	31339
X03485	X03485.1	9606	31346
X03486	X03486.1	9606	31347
X14071	X14071.1	9606	31354
X14072	X14072.1	9606	31355
X14073	X14073.1	9606	31356
X59065	X59065.1	9606	31359
X04432	X04432.1	9606	31363
X04433	X04433.1	9606	31365
X57205	X57205.1	9606	31371
X62586	X62586.1	9606	31381
X57118	X57118.1	9606	31384
X56597	X56597.1	9606	31394
X62008	X62008.1	9606	31398
X62009	X62009.1	9606	31399
X05018	X05018.1	9606	31400
X07718	X07718.1	9606	31402
X07717	X07717.1	9606	31406
X07254	X07254.1	9606	31411
X16952	X16952.1	9606	31420
X52195	X52195.1	9606	31425
X04530	X04530.1	9606	31436
X58048	X58048.1	9606	31467
X58049	X58049.1	9606	31468
X58050	X58050.1	9606	31469
X68044	X68044.1	9606	31473
X01390	X01390.1	9606	31475
X61378	X61378.1	9606	31502
Z18543	Z18543.1	9606	31507
Z18544	Z18544.1	9606	31508
Z18545	Z18545.1	9606	31509
X56796	X56796.1	9606	31510
Z18546	Z18546.1	9606	31511
Z18547	Z18547.1	9606	31512
Z18548	Z18548.1	9606	31513
Z18549	Z18549.1	9606	31514
Z18550	Z18550.1	9606	31515
Z18551	Z18551.1	9606	31516
Z18552	Z18552.1	9606	31517
Z18553	Z18553.1	9606	31518
Z18554	Z18554.1	9606	31519
Z18555	Z18555.1	9606	31520
Z18556	Z18556.1	9606	31521
Z18557	Z18557.1	9606	31522
Z18558	Z18558.1	9606	31523
Z18559	Z18559.1	9606	31524
Z18560	Z18560.1	9606	31525
Z18561	Z18561.1	9606	31526
Z18562	Z18562.1	9606	31527
Z18563	Z18563.1	9606	31528
Z18564	Z18564.1	9606	31529
Z18565	Z18565.1	9606	31530
Z18566	Z18566.1	9606	31531
Z18567	Z18567.1	9606	31532
Z18568	Z18568.1	9606	31533
Z18569	Z18569.1	9606	31534
X14520	X14520.1	9606	31535
X14521	X14521.1	9606	31536
X06489	X06489.1	9606	31537
X53815	X53815.1	9606	31538
X59303	X59303.1	9606	31544
Z18570	Z18570.1	9606	31546
Z18571	Z18571.1	9606	31547
Z18572	Z18572.1	9606	31548
Z18573	Z18573.1	9606	31549
Z18574	Z18574.1	9606	31550
Z18575	Z18575.1	9606	31551
Z18576	Z18576.1	9606	31552
Z18577	Z18577.1	9606	31553
Z18578	Z18578.1	9606	31554
Z18579	Z18579.1	9606	31555
Z18580	Z18580.1	9606	31556
Z18581	Z18581.1	9606	31557
Z18582	Z18582.1	9606	31558
Z18583	Z18583.1	9606	31559
Z18584	Z18584.1	9606	31560
Z18585	Z18585.1	9606	31561
Z18586	Z18586.1	9606	31562
Z18587	Z18587.1	9606	31563
Z18588	Z18588.1	9606	31564
Z18589	Z18589.1	9606	31565
Z18590	Z18590.1	9606	31566
Z18591	Z18591.1	9606	31567
Z18592	Z18592.1	9606	31568
Z18593	Z18593.1	9606	31569
Z18594	Z18594.1	9606	31570
Z18595	Z18595.1	9606	31571
Z18596	Z18596.1	9606	31572
Z18597	Z18597.1	9606	31573
Z18598	Z18598.1	9606	31574
Z18599	Z18599.1	9606	31575
Z18600	Z18600.1	9606	31576
Z18601	Z18601.1	9606	31577
Z18602	Z18602.1	9606	31578
Z18603	Z18603.1	9606	31579
Z18604	Z18604.1	9606	31580
Z18605	Z18605.1	9606	31581
Z18606	Z18606.1	9606	31582
Z18607	Z18607.1	9606	31583
Z18608	Z18608.1	9606	31584
Z18609	Z18609.1	9606	31585
Z18610	Z18610.1	9606	31586
Z18611	Z18611.1	9606	31587
Z18612	Z18612.1	9606	31588
Z18613	Z18613.1	9606	31589
Z18614	Z18614.1	9606	31592
Z18615	Z18615.1	9606	31593
Z18616	Z18616.1	9606	31594
Z18617	Z18617.1	9606	31595
Z18618	Z18618.1	9606	31596
Z18619	Z18619.1	9606	31597
Z18620	Z18620.1	9606	31598
Z18621	Z18621.1	9606	31599
Z18622	Z18622.1	9606	31600
Z18623	Z18623.1	9606	31601
Z18624	Z18624.1	9606	31602
Z18625	Z18625.1	9606	31603
Z18626	Z18626.1	9606	31604
Z18627	Z18627.1	9606	31605
Z18628	Z18628.1	9606	31606
X55086	X55086.1	9606	31612
X55088	X55088.1	9606	31614
X55089	X55089.1	9606	31615
X55090	X55090.1	9606	31616
X55096	X55096.1	9606	31617
X55091	X55091.1	9606	31618
X55092	X55092.1	9606	31619
X55093	X55093.1	9606	31620
X55094	X55094.1	9606	31621
X55080	X55080.1	9606	31622
X55097	X55097.1	9606	31623
X55095	X55095.1	9606	31625
X55082	X55082.1	9606	31626
X55084	X55084.1	9606	31627
X55083	X55083.1	9606	31628
X55085	X55085.1	9606	31629
X14766	X14766.1	9606	31632
X14767	X14767.1	9606	31634
X15376	X15376.1	9606	31636
X63670	X63670.1	9606	31638
X55655	X55655.1	9606	31639
X01111	X01111.1	9606	31643
X00183	X00183.1	9606	31648
X65968	X65968.1	9606	31652
X54673	X54673.1	9606	31657
X60824	X60824.1	9606	31659
X59708	X59708.2	9606	6006539
X55037	X55037.1	9606	31661
X55122	X55122.1	9606	31663
X58072	X58072.1	9606	31665
X63282	X63282.1	9606	31670
X07398	X07398.1	9606	31674
X66534	X66534.1	9606	31683
X66533	X66533.1	9606	31685
X55721	X55721.1	9606	31696
X55720	X55720.1	9606	31698
X53144	X53144.1	9606	31700
X53145	X53145.1	9606	31701
X53146	X53146.1	9606	31702
X53147	X53147.1	9606	31703
X53148	X53148.1	9606	31704
X53149	X53149.1	9606	31705
X53700	X53700.1	9606	31710
X07065	X07065.1	9606	31713
X07066	X07066.1	9606	31715
X00265	X00265.1	9606	31719
X52069	X52069.1	9606	31721
X55657	X55657.1	9606	31722
X55656	X55656.1	9606	31724
X05244	X05244.1	9606	31736
X07854	X07854.1	9606	31739
X07855	X07855.1	9606	31741
V00516	V00516.1	9606	31747
X00420	X00420.1	9606	31752
X00423	X00423.1	9606	31753
X00424	X00424.1	9606	31754
X06490	X06490.1	9606	31765
X05385	X05385.1	9606	31782
X05386	X05386.1	9606	31783
X05387	X05387.1	9606	31784
X05388	X05388.1	9606	31785
X54507	X54507.1	9606	31828
X59834	X59834.1	9606	31830
X54232	X54232.1	9606	31846
X61094	X61094.1	9606	31854
X61095	X61095.1	9606	31856
X03021	X03021.1	9606	31858
X54935	X54935.1	9606	31860
X64647	X64647.1	9606	31862
X02571	X02571.1	9606	31870
X53006	X53006.1	9606	31871
X53007	X53007.1	9606	31872
X53004	X53004.1	9606	31873
X53005	X53005.1	9606	31875
X53008	X53008.1	9606	31876
X53009	X53009.1	9606	31877
X51503	X51503.1	9606	31893
X15667	X15667.1	9606	31895
X00094	X00094.1	9606	31901
X64829	X64829.1	9606	31910
X64830	X64830.1	9606	31911
X56837	X56837.1	9606	31936
X57129	X57129.1	9606	31967
X16612	X16612.1	9606	31969
X06757	X06757.1	9606	31970
X57138	X57138.1	9606	31978
X04697	X04697.1	9606	31991
X67080	X67080.1	9606	31993
X60481	X60481.1	9606	31994
X60482	X60482.1	9606	31996
X60483	X60483.1	9606	31998
X60484	X60484.1	9606	32000
X60485	X60485.1	9606	32002
X60487	X60487.1	9606	32005
X67081	X67081.1	9606	32007
X59702	X59702.1	9606	32010
X59703	X59703.1	9606	32012
X15584	X15584.1	9606	32020
X66133	X66133.1	9606	32021
X59764	X59764.1	9606	32023
Y00291	Y00291.1	9606	32025
Z11697	Z11697.1	9606	32027
X16166	X16166.1	9606	32035
X01148	X01148.1	9606	32041
X01150	X01150.1	9606	32042
X58742	X58742.1	9606	32043
X58743	X58743.1	9606	32044
X58741	X58741.1	9606	32045
X04225	X04225.1	9606	32046
X58454	X58454.1	9606	32048
X63187	X63187.1	9606	32050
X01553	X01553.1	9606	32056
X55415	X55415.1	9606	32057
X15399	X15399.1	9606	32060
X02537	X02537.1	9606	32061
X53364	X53364.1	9606	32066
X17652	X17652.1	9606	32073
X17653	X17653.1	9606	32076
X63465	X63465.1	9606	32079
X57574	X57574.1	9606	32083
V00521	V00521.1	9606	32094
X54938	X54938.1	9606	32104
X00091	X00091.1	9606	32117
V00524	V00524.1	9606	32126
V00525	V00525.1	9606	32128
X60764	X60764.1	9606	32156
X60108	X60108.1	9606	32157
X61711	X61711.1	9606	32167
V00527	V00527.1	9606	32175
X64366	X64366.1	9606	32178
X60276	X60276.1	9606	32201
X60277	X60277.1	9606	32202
X55423	X55423.1	9606	32203
X55424	X55424.1	9606	32204
X55425	X55425.1	9606	32205
X55426	X55426.1	9606	32206
X55427	X55427.1	9606	32207
X07059	X07059.1	9606	32230
X07060	X07060.1	9606	32231
X07061	X07061.1	9606	32232
X07062	X07062.1	9606	32233
X58536	X58536.1	9606	32234
X54890	X54890.1	9606	32312
X03498	X03498.1	9606	32314
X06444	X06444.1	9606	32330
X06353	X06353.1	9606	32331
X62534	X62534.1	9606	32332
X15697	X15697.1	9606	32340
X15698	X15698.1	9606	32341
X17272	X17272.1	9606	32359
X14782	X14782.2	9606	18477498
X58431	X58431.1	9606	32369
X61755	X61755.1	9606	32387
X67079	X67079.1	9606	32389
X59372	X59372.1	9606	32390
X59373	X59373.1	9606	32392
X17543	X17543.1	9606	32426
X52155	X52155.1	9606	32434
X58288	X58288.1	9606	32455
Z11518	Z11518.1	9606	32459
X17579	X17579.1	9606	32465
X63755	X63755.1	9606	32471
X68194	X68194.1	9606	32473
X04676	X04676.1	9606	32480
X13229	X13229.1	9606	32484
X07270	X07270.1	9606	32485
X66436	X66436.1	9606	32489
X63454	X63454.1	9606	32490
X64975	X64975.1	9606	32504
X64976	X64976.1	9606	32505
X64977	X64977.1	9606	32506
X64978	X64978.1	9606	32507
X64974	X64974.1	9606	32508
X64979	X64979.1	9606	32509
X64980	X64980.1	9606	32510
X64981	X64981.1	9606	32511
X64982	X64982.1	9606	32512
X64983	X64983.1	9606	32513
X64984	X64984.1	9606	32514
X64985	X64985.1	9606	32515
X64986	X64986.1	9606	32516
X64987	X64987.1	9606	32517
X64988	X64988.1	9606	32518
X64989	X64989.1	9606	32519
X64990	X64990.1	9606	32520
X64991	X64991.1	9606	32521
X64992	X64992.1	9606	32522
X64993	X64993.1	9606	32523
X65632	X65632.1	11908	32524
X14663	X14663.1	9606	32526
X14664	X14664.1	9606	32527
X14662	X14662.1	9606	32528
X15044	X15044.1	9606	32545
X67235	X67235.1	9606	32547
X56276	X56276.1	9606	32550
X56275	X56275.1	9606	32551
X59704	X59704.1	9606	32552
Z11654	Z11654.1	9606	32554
X57566	X57566.1	9606	32555
X59821	X59821.1	9606	32556
X59825	X59825.1	9606	32557
X59830	X59830.1	9606	32558
X59822	X59822.1	9606	32559
X59824	X59824.1	9606	32560
X63182	X63182.1	9606	32568
X59826	X59826.1	9606	32569
X52015	X52015.1	9606	32576
X53296	X53296.1	9606	32578
X58298	X58298.1	9606	32580
X52818	X52818.1	9606	32589
X52819	X52819.1	9606	32596
X56030	X56030.1	9606	32602
X55634	X55634.1	9606	32604
X59286	X59286.1	9606	32617
X59287	X59287.1	9606	32619
X59288	X59288.1	9606	32620
X57151	X57151.1	9606	32621
X69819	X69819.1	9606	32627
X03423	X03423.1	9606	32641
X07557	X07557.1	9606	32642
X06559	X06559.1	9606	32643
X63080	X63080.1	9606	32646
X63081	X63081.1	9606	32648
X02490	X02490.1	9606	32695
X02491	X02491.1	9606	32696
X02494	X02494.1	9606	32704
X58822	X58822.1	9606	32706
X62570	X62570.1	9606	32708
X02961	X02961.1	9606	32710
V00539	V00539.1	9606	32715
X00973	X00973.1	9606	32732
X59134	X59134.1	9606	32777
X59135	X59135.1	9606	32779
X61021	X61021.1	9606	32781
X61020	X61020.1	9606	32783
X61018	X61018.1	9606	32785
X61019	X61019.1	9606	32787
X61017	X61017.1	9606	32788
X66460	X66460.1	9606	32789
X61022	X61022.1	9606	32791
X61016	X61016.1	9606	32793
X61015	X61015.1	9606	32795
X61011	X61011.1	9606	32797
X61013	X61013.1	9606	32798
X61014	X61014.1	9606	32800
X61023	X61023.1	9606	32802
X61012	X61012.1	9606	32804
Z17387	Z17387.1	9606	32831
Z17388	Z17388.1	9606	32834
Z17389	Z17389.1	9606	32835
Z17391	Z17391.1	9606	32838
Z17392	Z17392.1	9606	32840
Z17393	Z17393.1	9606	32842
Z17394	Z17394.1	9606	32843
Z17395	Z17395.1	9606	32845
X13972	X13972.1	9606	32846
Z12314	Z12314.1	9606	32852
Z12315	Z12315.1	9606	32854
Z12316	Z12316.1	9606	32855
Z12317	Z12317.1	9606	32857
Z12318	Z12318.1	9606	32859
Z12319	Z12319.1	9606	32860
Z12320	Z12320.1	9606	32861
Z12321	Z12321.1	9606	32862
Z12322	Z12322.1	9606	32865
Z12323	Z12323.1	9606	32866
Z12324	Z12324.1	9606	32868
Z12325	Z12325.1	9606	32869
Z12326	Z12326.1	9606	32870
Z12327	Z12327.1	9606	32871
Z12329	Z12329.1	9606	32875
Z12330	Z12330.1	9606	32877
Z12332	Z12332.1	9606	32883
Z12333	Z12333.1	9606	32885
Z12334	Z12334.1	9606	32887
Z12335	Z12335.1	9606	32889
Z12336	Z12336.1	9606	32891
Z12337	Z12337.1	9606	32892
Z12602	Z12602.1	9606	32894
Z12603	Z12603.1	9606	32895
Z12338	Z12338.1	9606	32896
Z12339	Z12339.1	9606	32898
Z12340	Z12340.1	9606	32902
Z12341	Z12341.1	9606	32904
Z12342	Z12342.1	9606	32905
Z12343	Z12343.1	9606	32907
Z12344	Z12344.1	9606	32908
Z12345	Z12345.1	9606	32910
Z12346	Z12346.1	9606	32912
Z12348	Z12348.1	9606	32916
Z12349	Z12349.1	9606	32918
Z12351	Z12351.1	9606	32924
Z12352	Z12352.1	9606	32926
Z12354	Z12354.1	9606	32930
Z12355	Z12355.1	9606	32932
Z12356	Z12356.1	9606	32933
Z12357	Z12357.1	9606	32934
Z12358	Z12358.1	9606	32935
Z12359	Z12359.1	9606	32937
Z12360	Z12360.1	9606	32940
Z12361	Z12361.1	9606	32941
Z12362	Z12362.1	9606	32943
Z12363	Z12363.1	9606	32944
Z12364	Z12364.1	9606	32946
Z12365	Z12365.1	9606	32948
Z12367	Z12367.1	9606	32952
Z12368	Z12368.1	9606	32954
Z12369	Z12369.1	9606	32956
Z12370	Z12370.1	9606	32960
Z12371	Z12371.1	9606	32962
Z12372	Z12372.1	9606	32964
Z14071	Z14071.1	9606	32969
Z14072	Z14072.1	9606	32971
Z14073	Z14073.1	9606	32973
Z14076	Z14076.1	9606	32981
X56797	X56797.1	9606	32983
X08039	X08039.1	9606	32984
X56526	X56526.1	9606	32985
X07867	X07867.1	9606	32997
X05331	X05331.1	9606	33001
X05330	X05330.1	9606	33002
X03562	X03562.1	9606	33003
X06260	X06260.1	9606	33005
X06259	X06259.1	9606	33006
X57025	X57025.1	9606	33007
X15002	X15002.1	9606	33013
X03419	X03419.1	9606	33019
X03422	X03422.1	9606	33027
X03424	X03424.1	9606	33029
X53038	X53038.1	9606	33051
X56539	X56539.1	9606	33052
X56540	X56540.1	9606	33053
X14645	X14645.1	9606	33072
X14642	X14642.1	9606	33080
X14644	X14644.1	9606	33081
Z15100	Z15100.1	9606	33097
Z15101	Z15101.1	9606	33098
X06766	X06766.1	9606	33099
X54712	X54712.1	9606	33100
X54713	X54713.1	9606	33101
X51574	X51574.1	9606	33102
X17676	X17676.1	9606	33103
Z18843	Z18843.1	9606	33120
X67903	X67903.1	9606	33125
X67905	X67905.1	9606	33128
Y00130	Y00130.1	9606	33136
X63943	X63943.1	9606	33137
X63944	X63944.1	9606	33138
X63945	X63945.1	9606	33139
Z11903	Z11903.1	9606	33156
Z11895	Z11895.1	9606	33183
Z11891	Z11891.1	9606	33185
Z11892	Z11892.1	9606	33187
Z11893	Z11893.1	9606	33189
Z11894	Z11894.1	9606	33200
Z11890	Z11890.1	9606	33202
X67858	X67858.1	9606	33217
X54166	X54166.1	9606	33218
X54167	X54167.1	9606	33219
X54169	X54169.1	9606	33220
X58082	X58082.1	9606	33222
X58083	X58083.1	9606	33223
X58084	X58084.1	9606	33224
X58085	X58085.1	9606	33225
X58086	X58086.1	9606	33226
X58087	X58087.1	9606	33227
X58088	X58088.1	9606	33228
X58089	X58089.1	9606	33229
X58090	X58090.1	9606	33230
X58091	X58091.1	9606	33231
X58092	X58092.1	9606	33232
X58093	X58093.1	9606	33233
X58094	X58094.1	9606	33234
X58095	X58095.1	9606	33235
X58096	X58096.1	9606	33236
X58097	X58097.1	9606	33237
X58098	X58098.1	9606	33238
X03957	X03957.1	9606	33241
X05186	X05186.1	9606	33243
X03958	X03958.1	9606	33244
X03959	X03959.1	9606	33285
X66044	X66044.1	9606	33320
X56510	X56510.1	9606	33330
X54170	X54170.1	9606	33334
X51755	X51755.1	9606	33338
X04458	X04458.1	9606	33356
X06877	X06877.1	9606	33357
X03530	X03530.1	9606	33359
X03531	X03531.1	9606	33361
X06878	X06878.1	9606	33363
X04457	X04457.1	9606	33365
X56525	X56525.1	9606	33392
X53936	X53936.1	9606	33402
X56178	X56178.1	9606	33404
X14613	X14613.1	9606	33411
X67904	X67904.1	9606	33435
X58529	X58529.1	9606	33480
X56524	X56524.1	9606	33523
X60504	X60504.1	9606	33563
X60505	X60505.1	9606	33565
X56527	X56527.1	9606	33569
X56523	X56523.1	9606	33571
X55399	X55399.1	9606	33573
X55398	X55398.1	9606	33586
X51754	X51754.1	9606	33589
X12687	X12687.1	9606	33606
X12684	X12684.1	9606	33608
X12686	X12686.1	9606	33610
X12690	X12690.1	9606	33613
X12689	X12689.1	9606	33614
X58398	X58398.1	9606	33617
X58399	X58399.1	9606	33618
X58400	X58400.1	9606	33620
X58401	X58401.1	9606	33622
X58402	X58402.1	9606	33624
X60503	X60503.1	9606	33626
X17675	X17675.1	9606	33630
X17677	X17677.1	9606	33631
X17678	X17678.1	9606	33636
X63946	X63946.1	9606	33638
X12691	X12691.1	9606	33643
X12693	X12693.1	9606	33644
X07963	X07963.1	10090	33645
X54821	X54821.1	9606	33647
X54822	X54822.1	9606	33649
X54823	X54823.1	9606	33651
X54824	X54824.1	9606	33653
X54825	X54825.1	9606	33655
X54826	X54826.1	9606	33657
X54827	X54827.1	9606	33659
X54828	X54828.1	9606	33661
X54829	X54829.1	9606	33663
X54831	X54831.1	9606	33667
X54832	X54832.1	9606	33669
X54833	X54833.1	9606	33671
X54834	X54834.1	9606	33673
X54835	X54835.1	9606	33675
X54836	X54836.1	9606	33677
X54837	X54837.1	9606	33679
X54838	X54838.1	9606	33681
X54839	X54839.1	9606	33683
X54840	X54840.1	9606	33685
X54841	X54841.1	9606	33687
X06583	X06583.1	9606	33692
X05101	X05101.1	9606	33693
X05102	X05102.1	9606	33694
X05103	X05103.1	9606	33695
X55345	X55345.1	9606	33769
X63402	X63402.1	9606	33770
X63395	X63395.1	9606	33771
X63403	X63403.1	9606	33772
X63396	X63396.1	9606	33773
X63397	X63397.1	9606	33774
X63398	X63398.1	9606	33775
X63399	X63399.1	9606	33776
X63400	X63400.1	9606	33777
X63401	X63401.1	9606	33778
X00695	X00695.1	9606	33783
X65019	X65019.1	9606	33792
X59770	X59770.1	9606	33796
X06750	X06750.1	9606	33831
X52425	X52425.1	9606	33833
X61177	X61177.1	9606	33839
X61178	X61178.1	9606	33841
X61176	X61176.1	9606	33843
X15517	X15517.1	9606	33855
Z11951	Z11951.1	9606	33856
Z11943	Z11943.1	9606	33858
Z11939	Z11939.1	9606	33860
Z11954	Z11954.1	9606	33861
Z11941	Z11941.1	9606	33863
Z11935	Z11935.1	9606	33865
Z11948	Z11948.1	9606	33867
Z11953	Z11953.1	9606	33869
Z11955	Z11955.1	9606	33871
Z11936	Z11936.1	9606	33873
Z11971	Z11971.1	9606	33874
Z11959	Z11959.1	9606	33876
Z11944	Z11944.1	9606	33878
Z11950	Z11950.1	9606	33882
Z11940	Z11940.1	9606	33884
Z11947	Z11947.1	9606	33886
Z11949	Z11949.1	9606	33888
Z11937	Z11937.1	9606	33890
Z11960	Z11960.1	9606	33891
Z11958	Z11958.1	9606	33893
Z11945	Z11945.1	9606	33895
Z11946	Z11946.1	9606	33897
Z11957	Z11957.1	9606	33899
Z11938	Z11938.1	9606	33901
Z11952	Z11952.1	9606	33902
Z11956	Z11956.1	9606	33904
X03072	X03072.1	9606	33935
Z11686	Z11686.1	9606	33958
