accession	accession.version	taxid	gi
X54471	X54471.1	5660	12608
X54472	X54472.1	5660	12609
X53397	X53397.1	4081	12614
X64191	X64191.1	4081	12615
X58600	X58600.1	5664	12617
X63663	X63663.1	3327	12618
X64571	X64571.1	4168	12620
X15850	X15850.1	3054	12621
X67634	X67634.1	8813	12622
X53784	X53784.1	42720	12623
X56286	X56286.1	9891	12624
X00599	X00599.1	7160	12627
X07977	X07977.1	5054	12630
X04553	X04553.1	7160	12636
X04554	X04554.1	7160	12637
X04544	X04544.1	7160	12638
X04552	X04552.1	7160	12639
X06786	X06786.1	7160	12640
X06600	X06600.1	4829	12645
X60940	X60940.1	9166	12683
X05011	X05011.1	7460	12686
X00790	X00790.1	162425	12690
X60947	X60947.1	381442	12746
X12965	X12965.1	6662	12748
X14944	X14944.1	7904	12749
X60045	X60045.1	3702	12759
X07376	X07376.1	3702	12761
X13485	X13485.1	7904	12762
X56663	X56663.1	176275	12763
X56664	X56664.1	176275	12764
X68256	X68256.1	3711	12767
X03270	X03270.1	3712	12771
X05981	X05981.1	3717	12786
X05980	X05980.1	3717	12787
X16142	X16142.1	5370	12788
X00600	X00600.1	9913	12795
X14131	X14131.1	9913	12799
X04984	X04984.1	3555	12818
X00641	X00641.1	3555	12819
X54721	X54721.1	3555	12823
X00919	X00919.1	7962	12831
X56281	X56281.1	9838	12854
X02548	X02548.1	5656	12856
X04483	X04483.1	5656	12866
X56289	X56289.1	9925	12871
X58543	X58543.1	8099	12873
X04130	X04130.1	3654	12874
X51736	X51736.1	5657	12876
X56015	X56015.1	5657	12879
X13769	X13769.1	5657	12885
X13771	X13771.1	5657	12887
X60949	X60949.1	9222	12892
V00655	V00655.1	4903	12902
X56283	X56283.1	9805	12903
X54417	X54417.1	79200	12905
X56290	X56290.1	30532	12907
X52680	X52680.1	44689	12909
X05160	X05160.1	7227	12911
X05162	X05162.1	7227	12912
X00432	X00432.1	7245	12937
X60941	X60941.1	9151	12941
X01212	X01212.1	4932	12943
X01213	X01213.1	4932	12944
X01214	X01214.1	4932	12945
X01215	X01215.1	4932	12946
X01216	X01216.1	4932	12947
X56282	X56282.1	9792	12948
X07364	X07364.1	6192	12950
X56287	X56287.1	9894	12951
X15152	X15152.1	7000	12953
V00658	V00658.1	9593	12954
X00835	X00835.1	3847	12978
X60942	X60942.1	9132	12981
X51895	X51895.1	4232	12983
X58152	X58152.1	8153	12993
X15613	X15613.1	6192	12995
V00659	V00659.1	9580	12996
X62996	X62996.1	9606	13000
X13823	X13823.1	28985	13017
X57546	X57546.1	28985	13018
X12467	X12467.1	28985	13028
X12476	X12476.1	28985	13029
X12477	X12477.1	28985	13030
X12478	X12478.1	28985	13031
X12479	X12479.1	28985	13032
X12480	X12480.1	381046	13033
X12481	X12481.1	28985	13034
X12482	X12482.1	28985	13035
X12483	X12483.1	28985	13036
X12468	X12468.1	28985	13037
X12469	X12469.1	28985	13038
X12470	X12470.1	28985	13039
X12471	X12471.1	28985	13040
X12472	X12472.1	28985	13041
X12473	X12473.1	28985	13042
X12474	X12474.1	381046	13043
X12475	X12475.1	28985	13044
X13824	X13824.1	28985	13045
X14843	X14843.1	28985	13046
X14744	X14744.1	28985	13047
X14751	X14751.1	28985	13048
X14748	X14748.1	28985	13049
X14746	X14746.1	28985	13050
X14749	X14749.1	28985	13051
X14743	X14743.1	28985	13052
X14824	X14824.1	28985	13053
X14755	X14755.1	28985	13054
X14752	X14752.1	28985	13055
X14741	X14741.1	28985	13056
X14821	X14821.1	28985	13057
X14823	X14823.1	28985	13058
X14754	X14754.1	28985	13059
X14747	X14747.1	28985	13060
X14822	X14822.1	28985	13061
X14756	X14756.1	28985	13062
X14740	X14740.1	28985	13063
X14742	X14742.1	28985	13064
X14745	X14745.1	28985	13065
X14750	X14750.1	28985	13066
X14753	X14753.1	28985	13067
X00143	X00143.1	381046	13068
X56285	X56285.1	9785	13070
X03676	X03676.1	3871	13074
X04377	X04377.1	3871	13075
X51832	X51832.1	5353	13076
X13041	X13041.1	4081	13079
X05287	X05287.1	7004	13081
X04109	X04109.1	5689	13091
X04110	X04110.1	5689	13092
X04111	X04111.1	5689	13093
X04112	X04112.1	5689	13094
X04113	X04113.1	5689	13095
X02438	X02438.1	5689	13096
V00663	V00663.1	10036	13098
X57626	X57626.1	6303	13100
V00665	V00665.1	10090	13103
X60285	X60285.1	10058	13106
X51390	X51390.1	5141	13138
V00669	V00669.1	5141	13139
X01738	X01738.1	5141	13145
X56284	X56284.1	9940	13156
X07952	X07952.1	3950	13183
X07923	X07923.1	3950	13184
X02559	X02559.1	3950	13185
X54416	X54416.1	3950	13186
X06235	X06235.1	3950	13192
X06034	X06034.1	3950	13196
X56291	X56291.1	9872	13198
X52161	X52161.1	39946	13206
X52162	X52162.1	39947	13208
X52160	X52160.1	39946	13210
X52163	X52163.1	39947	13220
X16153	X16153.1	4530	13221
X12845	X12845.1	39947	13222
X07125	X07125.1	3948	13223
V00670	V00670.1	5145	13228
V00671	V00671.1	5145	13229
X04336	X04336.1	5145	13289
X03191	X03191.1	5145	13308
X03126	X03126.1	5145	13309
X03085	X03085.1	5145	13310
X03127	X03127.1	5145	13311
X14734	X14734.1	5145	13312
X60937	X60937.1	9176	13316
X17394	X17394.1	4102	13325
X17395	X17395.1	4102	13327
X54885	X54885.1	9180	13329
X54914	X54914.1	9178	13331
X60401	X60401.1	4102	13335
X60402	X60402.1	4102	13336
X60403	X60403.1	4102	13338
X54887	X54887.1	9175	13341
X60944	X60944.1	142467	13343
X60938	X60938.1	9175	13345
X54886	X54886.1	9175	13347
X54913	X54913.1	9175	13349
X14351	X14351.1	4788	13351
X55515	X55515.1	7612	13368
V00672	V00672.1	9598	13369
X60943	X60943.1	9148	13371
X54910	X54910.1	9176	13374
X54912	X54912.1	9176	13376
X60948	X60948.1	9163	13382
X54907	X54907.1	9177	13388
X54908	X54908.1	9177	13390
X54909	X54909.1	9177	13392
X16141	X16141.1	5372	13394
X60936	X60936.1	9178	13395
X54900	X54900.1	9178	13397
X54901	X54901.1	9178	13399
X54902	X54902.1	9178	13401
X54903	X54903.1	9178	13403
X54904	X54904.1	9178	13405
X54905	X54905.1	9178	13407
X54906	X54906.1	9178	13409
X54891	X54891.1	9178	13411
X54892	X54892.1	9178	13413
X54893	X54893.1	9178	13415
X54894	X54894.1	9178	13417
X54895	X54895.1	9178	13419
X54896	X54896.1	9178	13421
X54897	X54897.1	9178	13423
X54898	X54898.1	9178	13425
X54899	X54899.1	9178	13427
X04175	X04175.1	5888	13430
X15435	X15435.1	3111	13446
V00675	V00675.1	9601	13447
X12841	X12841.1	8400	13450
V00676	V00676.1	10116	13451
V00677	V00677.1	10116	13453
V00678	V00678.1	10116	13455
V00679	V00679.1	10116	13457
V01556	V01556.1	10116	13467
X04733	X04733.1	10116	13470
X04734	X04734.1	10116	13471
V00680	V00680.1	10116	13475
X54911	X54911.1	9176	13491
X04735	X04735.1	10117	13493
X16136	X16136.1	5376	13494
X56294	X56294.1	9735	13495
X63695	X63695.1	4558	13498
Z12045	Z12045.1	8156	13504
V00682	V00682.1	4932	13506
V00692	V00692.1	4932	13521
V00700	V00700.1	4932	13540
V00701	V00701.1	4932	13541
V00702	V00702.1	4932	13542
V00704	V00704.1	4932	13545
X00888	X00888.1	4932	13546
X00887	X00887.1	4932	13547
X00840	X00840.1	4932	13552
X00842	X00842.1	4932	13554
X00844	X00844.1	4932	13556
X00845	X00845.1	4932	13557
X00436	X00436.1	4932	13566
X06706	X06706.1	4932	13567
Z11698	Z11698.1	4932	13568
X01872	X01872.1	4932	13580
X01869	X01869.1	4932	13581
X01870	X01870.1	4932	13582
X01871	X01871.1	4932	13583
X14910	X14910.1	4932	13584
X16138	X16138.1	5380	13592
X04163	X04163.1	4932	13594
X06047	X06047.1	4932	13597
X04564	X04564.1	4932	13598
X04566	X04566.1	4932	13599
X04565	X04565.1	4932	13606
X04372	X04372.1	4932	13616
X53519	X53519.1	46617	13619
X56005	X56005.1	34358	13620
X56006	X56006.1	34358	13621
X56292	X56292.1	9736	13626
X56293	X56293.1	9736	13628
X16139	X16139.1	5384	13630
X60945	X60945.1	9169	13631
V00708	V00708.1	7668	13635
V00709	V00709.1	7668	13636
X06597	X06597.1	4896	13658
X04590	X04590.1	4896	13662
X15738	X15738.1	4896	13663
X56295	X56295.1	9823	13678
X16137	X16137.1	5381	13680
X53391	X53391.1	4113	13681
X53392	X53392.1	4113	13682
V00710	V00710.1	9606	13683
X01108	X01108.1	4565	13690
X15379	X15379.1	4565	13701
X01991	X01991.1	4565	13702
X54311	X54311.1	4565	13706
X17026	X17026.1	4565	13708
X15140	X15140.1	4565	13709
X52998	X52998.1	4565	13717
X52999	X52999.1	4565	13718
X53000	X53000.1	4565	13719
X16049	X16049.1	4565	13726
X17027	X17027.1	4565	13727
X17028	X17028.1	4565	13728
X15119	X15119.1	4565	13729
X15236	X15236.1	4565	13731
X06902	X06902.1	4565	13732
X05602	X05602.1	4565	13733
X14317	X14317.1	4565	13734
X15118	X15118.1	4565	13735
Z12047	Z12047.1	8146	13736
X00017	X00017.1	5691	13737
X02618	X02618.1	5691	13739
X02547	X02547.1	5691	13740
X01094	X01094.1	5691	13741
Z12033	Z12033.1	8147	13742
Z12054	Z12054.1	8147	13746
X60946	X60946.1	9138	13749
Z12080	Z12080.1	8148	13757
Z12081	Z12081.1	8148	13758
Z12082	Z12082.1	8148	13759
Z12085	Z12085.1	8148	13761
Z12086	Z12086.1	8148	13762
Z12088	Z12088.1	8148	13763
X02170	X02170.1	5478	13766
X02171	X02171.1	5478	13767
X02167	X02167.1	5478	13768
X02168	X02168.1	5478	13769
X02172	X02172.1	5478	13770
X02174	X02174.1	5478	13772
X02205	X02205.1	5478	13773
Z12042	Z12042.1	8149	13775
Z12043	Z12043.1	8149	13777
Z12079	Z12079.1	8149	13779
Z12083	Z12083.1	8149	13780
Z12031	Z12031.1	8150	13781
Z12034	Z12034.1	8150	13783
Z12035	Z12035.1	8150	13785
Z12036	Z12036.1	8150	13787
Z12037	Z12037.1	8150	13789
Z12038	Z12038.1	8150	13791
Z12044	Z12044.1	8150	13793
Z12072	Z12072.1	8150	13795
Z12048	Z12048.1	8150	13796
Z12049	Z12049.1	8150	13797
Z12050	Z12050.1	8150	13798
Z12051	Z12051.1	8150	13799
Z12056	Z12056.1	8150	13801
Z12057	Z12057.1	8150	13802
Z12058	Z12058.1	8150	13803
Z12059	Z12059.1	8150	13804
Z12060	Z12060.1	8150	13805
Z12061	Z12061.1	8150	13806
Z12062	Z12062.1	8150	13807
Z12063	Z12063.1	8150	13808
Z12064	Z12064.1	8150	13809
Z12065	Z12065.1	8150	13810
Z12066	Z12066.1	8150	13811
Z12067	Z12067.1	8150	13812
Z12068	Z12068.1	8150	13813
Z12069	Z12069.1	8150	13814
Z12070	Z12070.1	8150	13815
Z12071	Z12071.1	8150	13816
Z12073	Z12073.1	8150	13817
Z12074	Z12074.1	8150	13818
Z12075	Z12075.1	8150	13819
Z12076	Z12076.1	8150	13820
Z12077	Z12077.1	8150	13821
Z12078	Z12078.1	8150	13822
Z12087	Z12087.1	8150	13823
Z12089	Z12089.1	8150	13824
Z12090	Z12090.1	8150	13825
Z12091	Z12091.1	8150	13826
Z12092	Z12092.1	8150	13827
Z12093	Z12093.1	8150	13828
Z12094	Z12094.1	8150	13829
Z12095	Z12095.1	8150	13830
Z12096	Z12096.1	8150	13831
Z12097	Z12097.1	8150	13832
Z12098	Z12098.1	8150	13833
Z12099	Z12099.1	8150	13834
Z12100	Z12100.1	8150	13835
X56288	X56288.1	9848	13836
Z12032	Z12032.1	8151	13852
X02436	X02436.1	5908	13854
X02435	X02435.1	5908	13855
X05203	X05203.1	5908	13858
X07117	X07117.1	5908	13859
X04822	X04822.1	5908	13860
X07118	X07118.1	5908	13861
X02437	X02437.1	5908	13864
Z12052	Z12052.1	8151	13865
Z12053	Z12053.1	8151	13866
X56296	X56296.1	9829	13874
X58116	X58116.1	5911	13876
X16143	X16143.1	1354920	13885
Z11843	Z11843.1	4577	13902
X07041	X07041.1	4577	13906
X02674	X02674.1	4577	13907
V00712	V00712.1	4577	13908
X06380	X06380.1	4577	13918
X06379	X06379.1	4577	13919
X57445	X57445.1	4577	13920
X00794	X00794.1	4577	13923
X02451	X02451.1	4577	13924
X05446	X05446.1	4577	13925
X05447	X05447.1	4577	13926
X07378	X07378.1	4577	13927
X15810	X15810.1	4565	13928
X15681	X15681.1	4577	13930
X15680	X15680.1	4577	13931
X16227	X16227.1	4577	13932
X15682	X15682.1	4577	13933
X07380	X07380.1	4577	13934
X57779	X57779.1	10090	13955
X55530	X55530.1	8839	13960
X55526	X55526.1	8839	13969
X17658	X17658.1	8049	14005
X17660	X17660.1	8049	14008
X17662	X17662.1	8049	14011
X63655	X63655.1	4232	14014
X55654	X55654.1	9606	14015
X68597	X68597.1	9644	14116
X54285	X54285.1	3906	14117
X51690	X51690.1	3906	14120
X17602	X17602.1	140110	14131
X17603	X17603.1	140110	14132
X61277	X61277.1	3950	14140
X64107	X64107.1	9986	14143
X63661	X63661.1	3338	14154
X67636	X67636.1	8815	14156
X15105	X15105.1	4102	14159
X15107	X15107.1	4102	14161
X58782	X58782.1	3355	14166
X63665	X63665.1	3342	14168
X55372	X55372.1	2885	14186
X14875	X14875.1	2885	14189
X53785	X53785.1	9272	14190
X67631	X67631.1	8795	14191
X66438	X66438.1	599730	14194
X66437	X66437.1	599730	14195
X66439	X66439.1	599730	14196
X51598	X51598.1	3888	14197
X55015	X55015.1	3034	14198
X63660	X63660.1	3332	14202
X58537	X58537.1	3885	14209
X67637	X67637.1	8797	14213
X17331	X17331.1	3728	14218
X64568	X64568.1	4170	14219
X67635	X67635.1	8801	14220
X14966	X14966.1	4932	14221
X61674	X61674.1	4550	14224
X00418	X00418.1	4932	14227
X14637	X14637.1	4932	14228
X61590	X61590.1	4932	14230
X59535	X59535.1	4932	14232
X59534	X59534.1	4932	14233
X59536	X59536.1	4932	14234
X01975	X01975.1	4932	14237
X53520	X53520.1	46617	14238
X13156	X13156.1	3562	14243
X59468	X59468.1	4896	14245
X15225	X15225.1	4565	14259
X65540	X65540.1	4565	14264
X64570	X64570.1	4172	14266
X06823	X06823.1	4565	14267
X56188	X56188.1	5693	14270
V01395	V01395.1	5694	14272
X63659	X63659.1	3359	14273
X53786	X53786.1	9337	14279
X64569	X64569.1	4174	14283
X66441	X66441.1	1004253	14284
X66442	X66442.1	1004253	14285
X66443	X66443.1	1004253	14286
X66444	X66444.1	1004253	14287
X60823	X60823.1	4577	14291
X07167	X07167.1	4932	14293
X17598	X17598.1	4577	14294
X53055	X53055.1	4577	14295
X17600	X17600.1	4577	14297
X56904	X56904.1	4577	14298
X56905	X56905.1	4577	14299
X56521	X56521.1	4577	14300
X56522	X56522.1	4577	14303
X17599	X17599.1	4577	14306
X06428	X06428.1	3847	14310
X52865	X52865.1	4577	14316
X52866	X52866.1	3888	14318
X64099	X64099.1	4577	14326
Z21723	Z21723.1	2771	14402
A00021	A00021.1	32630	14406
A00024	A00024.1	32630	14407
A00027	A00027.1	32630	14408
A00030	A00030.1	32630	14409
A00047	A00047.1	562	14410
A00127	A00127.1	9606	14412
A00129	A00129.1	9606	14414
A00132	A00132.1	32630	14415
A00133	A00133.1	32644	14416
A00134	A00134.1	32644	14417
A00135	A00135.1	32644	14418
A00138	A00138.1	32644	14419
A00142	A00142.1	9606	14420
A00144	A00144.1	9606	14422
A00155	A00155.1	1409	14423
A00156	A00156.1	1409	14424
A00157	A00157.1	1409	14425
A00158	A00158.1	1409	14426
A00177	A00177.1	32630	14427
A00178	A00178.1	32630	14428
A00179	A00179.1	32630	14429
A00180	A00180.1	32630	14430
A00181	A00181.1	46015	14431
A00184	A00184.1	46015	14434
A00186	A00186.1	46015	14436
A00188	A00188.1	46015	14438
A00190	A00190.1	46015	14440
A00192	A00192.1	46015	14442
A00193	A00193.1	306	14443
A00196	A00196.1	32630	14445
A00198	A00198.1	90371	14447
A00200	A00200.1	32630	14449
A00214	A00214.1	32644	14451
A00216	A00216.1	32644	14452
A00219	A00219.1	32644	14453
A00221	A00221.1	32644	14454
A00223	A00223.1	562	14455
A00224	A00224.1	562	14456
A00252	A00252.1	32630	14457
A00253	A00253.1	32630	14458
A00254	A00254.1	32630	14459
A00255	A00255.1	32630	14460
A00273	A00273.1	12110	14461
A00315	A00315.1	32630	14476
A00316	A00316.1	32630	14477
A00318	A00318.1	32644	14478
A00402	A00402.1	32644	14479
A00403	A00403.1	32644	14480
A00404	A00404.1	32644	14481
A00406	A00406.1	32644	14482
A00408	A00408.1	32644	14483
A00410	A00410.1	32644	14484
A00412	A00412.1	32644	14485
A00414	A00414.1	32644	14486
A00415	A00415.1	32644	14487
A00416	A00416.1	32644	14488
A00417	A00417.1	32644	14489
A00418	A00418.1	32644	14490
A00419	A00419.1	32644	14491
A00420	A00420.1	32644	14492
A00421	A00421.1	32644	14493
A00422	A00422.1	32644	14494
A00423	A00423.1	32644	14495
A00424	A00424.1	32644	14496
A00425	A00425.1	32644	14497
A00426	A00426.1	32644	14498
A00427	A00427.1	32644	14499
A00428	A00428.1	32644	14500
A00429	A00429.1	32644	14501
A00430	A00430.1	32644	14502
A00431	A00431.1	32644	14503
A00432	A00432.1	32644	14504
A00433	A00433.1	32644	14505
A00434	A00434.1	32644	14506
A00435	A00435.1	32644	14507
A00436	A00436.1	32644	14508
A00437	A00437.1	32644	14509
A00438	A00438.1	32644	14510
A00439	A00439.1	32644	14511
A00440	A00440.1	32644	14512
A00441	A00441.1	32644	14513
A00442	A00442.1	32644	14514
A00443	A00443.1	32644	14515
A00444	A00444.1	32644	14516
A00445	A00445.1	32644	14517
A00446	A00446.1	333760	14518
A00447	A00447.1	1152	14520
A00465	A00465.1	32644	14522
A00466	A00466.1	32644	14523
A00483	A00483.1	32630	14524
A00484	A00484.1	32630	14526
A00485	A00485.1	32644	14527
A00486	A00486.1	32644	14528
A00489	A00489.1	32644	14529
A00490	A00490.1	32644	14530
A00491	A00491.1	32644	14531
A00493	A00493.1	32644	14532
A00494	A00494.1	32644	14533
A00496	A00496.1	32644	14534
A00499	A00499.1	32630	14537
A00604	A00604.1	1390	14540
A00608	A00608.1	1390	14544
A00609	A00609.1	1390	14546
A00610	A00610.1	1390	14547
A00611	A00611.1	1390	14548
A00612	A00612.1	1390	14549
A00617	A00617.1	1390	14554
A00620	A00620.1	1390	14557
A00622	A00622.1	870	14558
A00630	A00630.1	32630	14560
A00633	A00633.1	32644	14563
A00634	A00634.1	32644	14564
A00635	A00635.1	32644	14565
A00636	A00636.1	32644	14566
A00637	A00637.1	32644	14567
A00638	A00638.1	32644	14568
A00639	A00639.1	32644	14569
A00640	A00640.1	32644	14570
A00641	A00641.1	32644	14571
A00642	A00642.1	32644	14572
A00643	A00643.1	32644	14573
A00644	A00644.1	32644	14574
A00645	A00645.1	32644	14575
A00646	A00646.1	32644	14576
A00648	A00648.1	32630	14577
A00649	A00649.1	32630	14579
A00652	A00652.1	32644	14581
A00653	A00653.1	32644	14582
A00659	A00659.1	562	14583
A00660	A00660.1	562	14585
A00674	A00674.1	32644	14588
A00675	A00675.1	32644	14589
A00732	A00732.1	32644	14594
A00733	A00733.1	32644	14595
A00734	A00734.1	32644	14596
A00735	A00735.1	32644	14597
A00736	A00736.1	4932	14598
A00738	A00738.1	9606	14600
A00740	A00740.1	3704	14602
A00741	A00741.1	3704	14604
A00743	A00743.1	1895	14605
A00744	A00744.1	1895	14607
A00762	A00762.1	32630	14608
A00765	A00765.1	32630	14610
A00770	A00770.1	32644	14614
A00781	A00781.1	32630	14615
A00782	A00782.1	32630	14616
A00783	A00783.1	32630	14617
A00784	A00784.1	32644	14618
A00785	A00785.1	5833	14619
A00840	A00840.1	5061	14640
A00841	A00841.1	5061	14641
A00843	A00843.1	5061	14643
A00844	A00844.1	5061	14644
A00845	A00845.1	5061	14645
A00848	A00848.1	5061	14647
A00896	A00896.1	1409	14649
A00900	A00900.1	32644	14651
A00914	A00914.1	9606	14652
A00917	A00917.1	32644	14654
A00918	A00918.1	32644	14655
A00919	A00919.1	32644	14656
A00921	A00921.1	32644	14657
A00923	A00923.1	32644	14658
A00925	A00925.1	32644	14659
A00927	A00927.1	32644	14660
A00929	A00929.1	32644	14661
A00931	A00931.1	32630	14662
A00932	A00932.1	32644	14664
A00933	A00933.1	32644	14665
A00934	A00934.1	32644	14666
A00936	A00936.1	32644	14667
A00937	A00937.1	32644	14668
A00950	A00950.1	32630	14669
A00952	A00952.1	32630	14671
A00955	A00955.1	32630	14673
A00956	A00956.1	32630	14674
A00958	A00958.1	32630	14675
A00959	A00959.1	32630	14677
A00968	A00968.1	5061	14682
A00977	A00977.1	32630	14696
A00978	A00978.1	32630	14698
A00980	A00980.1	32630	14699
A00981	A00981.1	32630	14700
A00986	A00986.1	32630	14704
A00988	A00988.1	1428	14706
A00990	A00990.1	32630	14708
A00991	A00991.1	1428	14709
A01011	A01011.1	32630	14720
A01012	A01012.1	32630	14721
A01013	A01013.1	32630	14722
A01025	A01025.1	4932	14725
A01026	A01026.1	4932	14726
A01027	A01027.1	4932	14727
A01028	A01028.1	10912	14728
A01094	A01094.1	32644	14730
A01100	A01100.1	32644	14734
A01103	A01103.1	32644	14735
A01107	A01107.1	32644	14736
A01110	A01110.1	32630	14737
A01114	A01114.1	5833	14738
A01131	A01131.1	32644	14740
A01132	A01132.1	1901	14741
A01135	A01135.1	9606	14743
A01136	A01136.1	9606	14744
A01153	A01153.1	32644	14746
A01154	A01154.1	32644	14747
A01157	A01157.1	10116	14748
A01321	A01321.1	10941	14756
A01323	A01323.1	10359	14758
A01325	A01325.1	5759	14760
A01326	A01326.1	5759	14761
X62058	X62058.1	10849	14762
X62059	X62059.1	10849	14763
X15713	X15713.1	10849	14766
X15714	X15714.1	10849	14767
X15715	X15715.1	10849	14768
X15716	X15716.1	10849	14769
X15717	X15717.1	10849	14770
X15718	X15718.1	10849	14771
X15719	X15719.1	10849	14772
X15720	X15720.1	10849	14773
X15721	X15721.1	10849	14774
X58921	X58921.1	10677	14786
X06780	X06780.1	10710	14820
X55190	X55190.1	10665	14860
X55191	X55191.1	10665	14863
X56800	X56800.1	10761	14867
X13010	X13010.1	10717	14872
X17641	X17641.1	10665	14877
X55132	X55132.1	10665	14878
X57093	X57093.1	10665	14880
X56097	X56097.1	10665	14885
X07865	X07865.1	10730	14892
X59938	X59938.1	10719	14903
X54224	X54224.1	10733	14910
X15001	X15001.1	29252	14911
Y00118	Y00118.1	10712	14986
X00166	X00166.1	10710	15056
V00639	V00639.1	10712	15067
X00080	X00080.1	10726	15069
X00126	X00126.1	10726	15070
X63702	X63702.1	12388	15090
X13332	X13332.1	10849	15093
X07809	X07809.1	10847	15094
V01534	V01534.1	10678	15118
X59078	X59078.1	31533	15180
X01728	X01728.1	10696	15182
X12460	X12460.1	10664	15192
X69459	X69459.1	10665	15257
X06619	X06619.1	10665	15305
X04140	X04140.1	10665	15341
X14373	X14373.1	10665	15383
X14374	X14374.1	10665	15384
X14372	X14372.1	10665	15385
X14370	X14370.1	10665	15396
X14371	X14371.1	10665	15397
X03099	X03099.1	10665	15398
X01769	X01769.1	12381	15443
X01770	X01770.1	12381	15444
X05581	X05581.1	10677	15445
X05582	X05582.1	10677	15446
Y00363	Y00363.1	10753	15451
V01536	V01536.1	10714	15475
X17512	X17512.1	10678	15479
X17529	X17529.1	10682	15484
V01121	V01121.1	10756	15488
V01122	V01122.1	10756	15489
V01123	V01123.1	10760	15490
V01125	V01125.1	10760	15494
V01539	V01539.1	10696	15548
V01145	V01145.1	10765	15557
X15840	X15840.1	10759	15625
V01155	V01155.1	10756	15659
X03964	X03964.1	10759	15718
X15638	X15638.1	10678	15735
X15639	X15639.1	10678	15739
X59553	X59553.1	10761	15748
X60309	X60309.1	10742	15751
X60308	X60308.1	10742	15753
X53033	X53033.1	10719	15758
X51962	X51962.1	10742	15759
V01375	V01375.1	10685	15781
X01583	X01583.1	10685	15784
X02620	X02620.1	10685	15785
X03898	X03898.1	10726	15786
X03899	X03899.1	10726	15787
X54536	X54536.1	10665	15789
X14980	X14980.1	10658	15802
X01639	X01639.1	10713	15828
X12488	X12488.1	10666	15843
X70353	X70353.1	28369	15857
Z12620	Z12620.1	28911	15945
Z11456	Z11456.1	4483	15947
X59457	X59457.1	4465	15948
X61721	X61721.1	2961	15949
X61722	X61722.1	2961	15950
Z11457	Z11457.1	4485	15951
Z11476	Z11476.1	4593	15952
Z11477	Z11477.1	4494	15953
X61723	X61723.1	2925	15954
X61724	X61724.1	2925	15955
X13013	X13013.1	3625	15956
Z12621	Z12621.1	4679	15960
X51806	X51806.1	35862	15963
X51807	X51807.1	35862	15965
X02573	X02573.1	4679	15980
X02572	X02572.1	4679	15981
X02574	X02574.1	4679	15982
X67566	X67566.1	4499	15987
X69422	X69422.1	4499	15988
X54984	X54984.1	3517	15990
X01646	X01646.1	3565	15995
Z11478	Z11478.1	4486	16002
X66386	X66386.1	4486	16003
Z11467	Z11467.1	4595	16014
X62810	X62810.1	4151	16017
X52023	X52023.1	4151	16019
X59517	X59517.1	4151	16021
X68831	X68831.1	4151	16023
X00554	X00554.1	4151	16053
X06266	X06266.1	4151	16059
X06267	X06267.1	4151	16060
X58676	X58676.1	4151	16061
X56945	X56945.1	4151	16062
X55078	X55078.1	4151	16063
X59057	X59057.1	4151	16065
X57295	X57295.1	4151	16066
X55434	X55434.1	4151	16068
X67957	X67957.1	4151	16070
X59526	X59526.1	35845	16072
X59527	X59527.1	35845	16074
X59455	X59455.1	15304	16082
Z14139	Z14139.1	28023	16083
X55667	X55667.1	3816	16084
X54872	X54872.1	3816	16088
X54873	X54873.1	3816	16090
X01620	X01620.1	3234	16092
Z11431	Z11431.1	4597	16093
Z11432	Z11432.1	4597	16094
X57564	X57564.1	3704	16095
Z11462	Z11462.1	4487	16102
Z11463	Z11463.1	4487	16103
Z11464	Z11464.1	4573	16104
Z11482	Z11482.1	58530	16106
X66387	X66387.1	4573	16107
Z12622	Z12622.1	4682	16108
X03244	X03244.1	4498	16114
X56802	X56802.1	4498	16119
X54852	X54852.1	4498	16121
X54927	X54927.1	3702	16123
X54926	X54926.1	3702	16124
X54928	X54928.1	3702	16125
X54930	X54930.1	3702	16126
X54946	X54946.1	2926	16127
X61725	X61725.1	2926	16128
X61726	X61726.1	2926	16129
X54929	X54929.1	3702	16130
X52320	X52320.1	3702	16131
X63157	X63157.1	3702	16132
X15221	X15221.1	3702	16133
X15222	X15222.1	3702	16135
Z11465	Z11465.1	37682	16137
Z11466	Z11466.1	37682	16138
X66382	X66382.1	37682	16139
X66381	X66381.1	37682	16140
X13708	X13708.1	3702	16151
X57698	X57698.1	3702	16153
X57699	X57699.1	3702	16154
Z16421	Z16421.1	3702	16161
X58640	X58640.1	3702	16163
X06466	X06466.1	3702	16165
X06467	X06467.1	3702	16166
X06469	X06469.1	3702	16168
X06472	X06472.1	3702	16171
X63551	X63551.1	3702	16181
X62818	X62818.1	3702	16183
X66016	X66016.1	3702	16186
X53435	X53435.1	3702	16196
X53436	X53436.1	3702	16198
X64464	X64464.1	3702	16204
X56062	X56062.1	3702	16206
Z11547	Z11547.1	3702	16220
X59814	X59814.1	3702	16228
X55053	X55053.1	3702	16229
X60935	X60935.1	3702	16249
X58107	X58107.1	3702	16270
X58338	X58338.1	3702	16292
X63552	X63552.1	3702	16311
X62457	X62457.1	3702	16315
X62459	X62459.1	3702	16319
X62460	X62460.1	3702	16321
X58821	X58821.1	3702	16327
X62644	X62644.1	3702	16333
X16076	X16076.1	3702	16341
X57545	X57545.1	3702	16347
X62281	X62281.1	3702	16353
X64460	X64460.1	3702	16363
X64459	X64459.1	3702	16365
